"","LULM","CLIM","LakeID","Year","DDL","DDLareal","TotLoad","TP","Chl","Secchi","Hyper","Pexport"
"34",1,1,1,2047,15223,0.309159220146223,15223,0.0303803472616206,7.73582146368462,1.66936207953673,0.0449732996097364,6617.70406596677
"35",1,1,1,2048,31674,0.643257514216084,31674,0.0439449740290063,14.1254187082838,1.47141806036555,0.142662179956018,9995.85717141669
"36",1,1,1,2049,13594,0.276076360682372,13594,0.0292899062665698,7.30496965480676,1.69035664525529,0.0398997856384986,6005.14285885524
"37",1,1,1,2050,33352,0.677335499593826,33352,0.0456311562427996,15.030022519996,1.45259656852662,0.15914596081155,10178.2065106881
"38",1,1,1,2051,23193,0.471019496344435,23193,0.0363296406743195,10.3198656496765,1.57034340512879,0.0798698663660625,8171.74967146668
"39",1,1,1,2052,19157,0.389053614947197,19157,0.0331840904506241,8.90604960266209,1.61972960682842,0.0598720200880247,7126.21386455969
"40",1,1,1,2053,29346,0.595978878960195,29346,0.041708314746308,12.9573786727755,1.49793490230116,0.122175879322243,9308.57273845842
"41",1,1,1,2054,32043,0.650751421608448,32043,0.0443103469344462,14.319755193563,1.46725831848645,0.146160429000028,10154.522811033
"42",1,1,1,2055,35693,0.724878147847279,35693,0.0480922094137942,16.3835535639668,1.42674001013368,0.184678391859285,11246.6556315334
"43",1,1,1,2056,18646,0.378675873273761,18646,0.0328057655925048,8.74303933905866,1.62609219129346,0.0577027051216773,7535.2774481351
"44",1,1,1,2057,41055,0.833773354995938,41055,0.0542410268958217,19.9060741380214,1.36923737255049,0.25473237538688,12390.401778804
"45",1,1,1,2058,15689,0.318623070674249,15689,0.0306996868680246,7.86461910564582,1.66340437611613,0.0465343244444551,6951.41321893832
"46",1,1,1,2059,40102,0.814419171405361,40102,0.0530934360012188,19.2357876985503,1.37928535441749,0.241100505238498,12138.1679723348
"47",1,1,1,2060,16489,0.334870024370431,16489,0.0312557567209815,8.09169104724245,1.6532260993733,0.0493350153553526,7086.68614779022
"48",1,1,1,2061,23113,0.469394800974817,23113,0.0362644834020535,10.2895565392114,1.57130753701915,0.0794199014781406,8148.2548154055
"49",1,1,1,2062,18059,0.366754670999188,18059,0.0323764933720914,8.55997406274258,1.63343192172486,0.0553018843026374,6862.88117036764
"50",1,1,1,2063,15342,0.31157595450853,15342,0.0304615781508964,7.76847221163257,1.66783866600987,0.0453671205394349,5983.8924026008
"51",1,1,1,2064,12920,0.262388302193339,12920,0.0288502639650974,7.13522440619604,1.69912019677504,0.0379650759613384,5159.91715692884
"52",1,1,1,2065,12632,0.256539398862713,12632,0.0286644230684217,7.06416406623967,1.70287870083718,0.0371661350738154,4836.89331011176
"53",1,1,1,2066,47031,0.955138099106418,47031,0.062024684224021,24.5577670258766,1.30787672348358,0.350924122165852,12719.2558008447
"54",1,1,1,2067,42305,0.859159220146223,42305,0.0557839503620712,20.8148496560194,1.35616885058891,0.273365291036261,12678.0641635276
"55",1,1,1,2068,58695,1.19201868399675,58695,0.0805807478500399,35.829013636834,1.19592117136907,0.569551661499847,17072.3035484916
"56",1,1,1,2069,33164,0.673517465475223,33164,0.0454390660657017,14.9259906520924,1.45469326057075,0.157225025353743,12023.9293148185
"57",1,1,1,2070,9855.1,0.200144191714054,9855.1,0.0269328346129714,6.4221023410432,1.73954752636415,0.0302494782909996,6306.12474374576
"58",1,2,1,2014,16610,0.337327376116978,16610,0.0313407347492972,8.12670251939818,1.6516920667564,0.0497722981520428,7537.25982571629
"59",1,2,1,2015,14854,0.301665312753859,14854,0.0301298379220373,7.63561112328716,1.67409479446916,0.0437727370193955,6499.56798200729
"60",1,2,1,2016,54922,1.11539398862713,54922,0.0740394303072922,31.880591649027,1.23104556611472,0.497628125282808,15411.6002041033
"61",1,2,1,2017,77880,1.58164094232331,77880,0.12393410892404,59.0545598235226,1.03223468827976,0.852220646199961,21855.1177901745
"62",1,2,1,2018,37591,0.76342404549147,37591,0.0501846512786348,17.5618899899788,1.40611465794274,0.207620349538423,13915.9244755424
"63",1,2,1,2019,28584,0.580503655564582,28584,0.0410012298261418,12.5962582199552,1.50671777434511,0.116042305069878,11422.3456369409
"64",1,2,1,2020,23197,0.471100731112916,23197,0.036332901609264,10.3213836338897,1.57029521406621,0.0798924256127573,9592.0722805114
"65",1,2,1,2021,78402,1.59224207961007,78402,0.125394297187682,59.7270424043733,1.02810898362574,0.857194251298787,21966.3266773713
"66",1,2,1,2022,37966,0.771039805036556,37966,0.0506087160688037,17.8034758310116,1.40207498741224,0.212393991893175,14014.3798053397
"67",1,2,1,2023,35739,0.725812347684809,35739,0.0481418753090467,16.4112439599017,1.42623657377366,0.1852104540962,13119.6230535913
"68",1,2,1,2024,77178,1.56738424045491,77178,0.121997180935379,58.1511641858572,1.03780916559839,0.845307254189182,22506.6890771106
"69",1,2,1,2025,25261,0.513017871649066,25261,0.0380551947557353,11.1374805490763,1.54562485499428,0.0923364548196823,11548.7043388654
"70",1,2,1,2026,25736,0.522664500406174,25736,0.03846297447619,11.3347975813463,1.54000241101621,0.0954368755137755,10679.6692394064
"71",1,2,1,2027,18058,0.366734362307067,18058,0.0323757668873659,8.55966597088177,1.63344445374963,0.0552978756857897,8238.6842959297
"72",1,2,1,2028,23943,0.486251015434606,23943,0.0369462121800335,10.6087335955716,1.56133338951264,0.0842027445452195,8922.98401375728
"73",1,2,1,2029,56435,1.14612103980504,56435,0.0765962291717671,33.431246650011,1.21683820598836,0.526626764273622,16276.6269730073
"74",1,2,1,2030,47152,0.957595450852965,47152,0.0621933166912913,24.6599968779034,1.30666314141307,0.353041843694685,15046.5373514201
"75",1,2,1,2031,148000,3.00568643379366,148000,0.597745852417536,123.337950807974,0.602753528617606,0.999201974282938,39000.7569398433
"76",1,2,1,2032,42067,0.854325751421608,42067,0.0554868325941147,20.6392182480767,1.358647447068,0.269752797611908,17862.4906308945
"77",1,2,1,2033,61178,1.24244516653128,61178,0.0851977945267152,38.5694184607734,1.17335448863634,0.615513376326527,21160.7660959543
"78",1,2,1,2034,24076,0.488952071486596,24076,0.0370566381750738,10.6608585441488,1.559741018474,0.0849930529794525,12331.0838968993
"79",1,2,1,2035,49959,1.01460194963444,49959,0.0662366235482781,27.1207337533182,1.27882395450082,0.403643068594115,17028.0531698246
"80",1,2,1,2036,43278,0.878919577579204,43278,0.0570152769829531,21.5456484727442,1.346082707068,0.288443682062366,15436.8670370667
"81",1,2,1,2037,42095,0.854894394800975,42095,0.0555217053247096,20.6598171428197,1.35835561252122,0.270176230906732,14911.9635328017
"82",1,2,1,2038,73887,1.50054833468725,73887,0.113312730146931,53.9402042192789,1.0643465575804,0.809341081867854,22157.6001150316
"83",1,2,1,2039,21961,0.445999187652315,21961,0.0353390728559362,9.8636535700406,1.58525685097066,0.0731926806187451,10944.7351384132
"84",1,2,1,2040,65694,1.33415922014622,65694,0.0942838221031474,43.8070992049328,1.13339684989305,0.693613877136678,20046.2322989434
"85",1,2,1,2041,33584,0.682047116165719,33584,0.045869323431254,15.1593466389425,1.45001332656868,0.161542653320469,13258.3703816976
"86",1,2,1,2042,39680,0.805848903330626,39680,0.0525930556561497,18.9451694547651,1.38375824581934,0.235225504746187,14073.9827266837
"87",1,2,1,2043,18500,0.375710804224208,18500,0.0326984671577822,8.69709156440201,1.62791465889956,0.0570965800792829,8908.22440300747
"88",1,2,1,2044,26042,0.528878960194963,26042,0.0387279816898137,11.4638457276084,1.53639120992047,0.0974832160375393,9809.86160316782
"89",1,2,1,2045,57849,1.17483753046304,57849,0.0790654864669399,34.9202972035241,1.20370873572581,0.553570328143482,16945.4178463137
"90",1,2,1,2046,26688,0.54199837530463,26688,0.0392934527707611,11.7413241651919,1.52879534757687,0.101932151492929,10524.5343783807
"91",1,2,1,2047,47844,0.971649065800162,47844,0.0631665736714973,25.2507754236782,1.29974425949331,0.365262210383394,15000.1653812857
"92",1,2,1,2048,54772,1.1123476848091,54772,0.0737906447289849,31.7293194245545,1.23246310130836,0.494750851208056,17030.604945641
"93",1,2,1,2049,27805,0.564683184402924,27805,0.0402907598850856,12.2375642793835,1.51574982497132,0.110050184291736,11220.9983229261
"94",1,2,1,2050,23398,0.475182778229082,23398,0.0364971410435755,10.3979733337632,1.56787551652501,0.0810335450559155,9599.71331504042
"95",1,2,1,2051,13197,0.268013809910642,13197,0.0290301433960064,7.20439781451709,1.6955130732632,0.0387490484093927,6661.68299722284
"96",1,2,1,2052,27537,0.559240454914704,27537,0.0400491934360699,12.1165763148607,1.51886962977979,0.108052239075719,9304.12335303722
"97",1,2,1,2053,9564.2,0.194236393176279,9564.2,0.0267576037160965,6.35916777723191,1.74343424665011,0.0296015154391202,5104.07096416656
"98",1,2,1,2054,25033,0.508387489845654,25033,0.0378609989347135,11.0440536499594,1.54833091474336,0.090880620617143,8118.12164006694
"99",1,2,1,2055,35853,0.728127538586515,35853,0.0482651815318178,16.4800521867264,1.42498969264722,0.186534146059467,10778.3278105333
"100",1,2,1,2056,11359,0.230686433793664,11359,0.0278572155943907,6.76032670504072,1.71959165379584,0.0338244155696445,5493.34887805184
"101",1,2,1,2057,26035,0.528736799350122,26035,0.0387218990745473,11.4608765832366,1.53647372437932,0.0974359699697803,8393.91074157389
"102",1,2,1,2058,30166,0.612632006498781,30166,0.042482847269136,13.3575316649389,1.48854069941436,0.12908599911206,9507.25008485984
"103",1,2,1,2059,10063,0.204366368805849,10063,0.0270587710784178,6.46756608622518,1.73677508088531,0.0307209615215155,5034.71020207869
"104",1,2,1,2060,8124.7,0.165002030869212,8124.7,0.0259071213988102,6.05911055223575,1.76279562109627,0.0265882722554442,4046.82864710151
"105",1,2,1,2061,15314,0.311007311129163,15314,0.0304424454819314,7.76077496332238,1.66819699113232,0.0452741623075412,5307.33258805601
"106",1,2,1,2062,19713,0.400345247766044,19713,0.0336006894403276,9.08734371829998,1.61283499388862,0.0623189825082051,6301.97105160458
"107",1,2,1,2063,9556.5,0.194080016246954,9556.5,0.0267529809494061,6.35751262358808,1.74353724438315,0.0295845482277723,4048.56094146437
"108",1,2,1,2064,31496,0.639642567018684,31496,0.0437698024112617,14.0325874021569,1.47342887114605,0.140999778012688,8926.16482077083
"109",1,2,1,2065,18971,0.385276198212835,18971,0.0330458807789762,8.846318156607,1.62204265094555,0.0590737067653578,6569.99026608365
"110",1,2,1,2066,11404,0.231600324939074,11404,0.0278853586372942,6.77078745817722,1.71899807084988,0.033937440556801,4752.43457341165
"111",1,2,1,2067,11233,0.228127538586515,11233,0.0277785660873156,6.73114370841389,1.72125477670369,0.0335098748195667,4421.62791195912
"112",1,2,1,2068,18342,0.372502030869212,18342,0.032582745033524,8.64767811883135,1.6298892197142,0.0564473782438526,5887.19814977296
"113",1,2,1,2069,32168,0.653290008123477,32168,0.0444348058248009,14.3861694822214,1.46585186005446,0.147361491438944,9239.06808458104
"114",1,2,1,2070,6694,0.135946385052803,6694,0.025088624972851,5.77885079933978,1.78225167652618,0.0238899525321936,3819.4865344771
"115",1,3,1,2014,22427,0.455463038180341,22427,0.0357105355492134,10.0335799079364,1.5795993065234,0.0756556071736694,8900.85900198327
"116",1,3,1,2015,40685,0.826259138911454,40685,0.0537925608334546,19.6435281572636,1.37312975558815,0.249380180980621,12755.7147374132
"117",1,3,1,2016,21692,0.440536149471974,21692,0.0351264064328076,9.76699973121439,1.58853190664835,0.0718047708009759,8649.02176370933
"118",1,3,1,2017,33489,0.680117790414297,33489,0.0457716481476741,15.1062642472814,1.45107056372487,0.160557744355123,10990.1173166826
"119",1,3,1,2018,32273,0.655422420796101,32273,0.0445396214077608,14.4421860901755,1.46467147689679,0.148376682858534,10827.9926905204
"120",1,3,1,2019,41186,0.836433793663688,41186,0.054400702735683,19.9997341338073,1.36786190498626,0.256645364294417,12957.7857164687
"121",1,3,1,2020,13512,0.274411047928513,13512,0.0292360626903451,7.28405739534314,1.69142041431913,0.0396594487181016,6805.56402948511
"122",1,3,1,2021,104000,2.11210398050366,104000,0.222706351867721,90.9981305304623,0.844786643040967,0.977165074173302,27286.1483718281
"123",1,3,1,2022,67842,1.37778229082047,67842,0.0989394822661999,46.397137164532,1.11487172338661,0.727482988076028,21445.4601824319
"124",1,3,1,2023,31468,0.639073923639318,31468,0.0437423109551049,14.0180386337889,1.47374542849146,0.140739755404078,13437.2954412136
"125",1,3,1,2024,26425,0.536657189277011,26425,0.0390622480791374,11.6275257094849,1.53188323792791,0.100099571191887,11346.3917033868
"126",1,3,1,2025,44691,0.907615759545085,44691,0.0588519762311651,22.643611564683,1.33156892735793,0.311196298874951,14844.5378143577
"127",1,3,1,2026,52734,1.07095857026807,52734,0.0704921588390256,29.7191316955056,1.25188520913015,0.455771617120364,16835.2943017491
"128",1,3,1,2027,56683,1.15115759545085,56683,0.0770236636717519,33.6896653594375,1.21452512969521,0.531368109713759,18109.4961205713
"129",1,3,1,2028,28551,0.579833468724614,28551,0.0409708803226881,12.5808496478146,1.50709929615559,0.115782817899323,11885.047010498
"130",1,3,1,2029,66970,1.36007311129163,66970,0.0970223779819252,45.3388656802291,1.12235537359853,0.714017997781124,20167.557196611
"131",1,3,1,2030,25290,0.513606823720552,25290,0.0380799663985321,11.1494233092259,1.54528100238996,0.0925231213445824,11238.955718013
"132",1,3,1,2031,32375,0.657493907392364,32375,0.0446416790046583,14.4968025385886,1.46352572913939,0.14936839214575,12024.6515748675
"133",1,3,1,2032,90305,1.83397644191714,90305,0.163784799708665,74.9400046177752,0.938379590868483,0.93735158028377,25262.1653378993
"134",1,3,1,2033,28607,0.580970755483347,28607,0.0410223958042971,12.6070087763928,1.50645192232155,0.116223458401892,12570.7486652166
"135",1,3,1,2034,26631,0.540840779853777,26631,0.0392432278924203,11.716563211911,1.52946405741569,0.101532468723007,11164.4730671478
"136",1,3,1,2035,23132,0.469780666125102,23132,0.0362799476651019,10.2967462361814,1.57107850211037,0.0795265579503493,9643.47305831383
"137",1,3,1,2036,32539,0.660824532900081,32539,0.0448062621134968,14.5850321245573,1.46168542519951,0.150974353933304,11257.7442190315
"138",1,3,1,2037,120000,2.43704305442729,120000,0.318899652921709,106.258172245973,0.747197313014868,0.993200449724699,31688.6687271938
"139",1,3,1,2038,27285,0.554122664500406,27285,0.0398233702331707,12.003926395867,1.52180903510558,0.106202725031646,12928.146962279
"140",1,3,1,2039,32876,0.667668562144598,32876,0.0451463672955284,14.7679453877941,1.45791108503038,0.154318947187842,13030.2931385786
"141",1,3,1,2040,24734,0.502315190901706,24734,0.037607830981259,10.9227849609762,1.55188683276633,0.089002759505986,10504.283108116
"142",1,3,1,2041,13772,0.279691307879773,13772,0.0294071277293512,7.35061584132737,1.68804978984359,0.0404263052146952,7239.26956916094
"143",1,3,1,2042,38683,0.785601137286759,38683,0.0514295292549217,18.2735533322914,1.39438341790822,0.221742931808981,12233.7746152146
"144",1,3,1,2043,23957,0.486535337124289,23957,0.0369578204559909,10.614207582161,1.56116569498161,0.0842856196320511,9075.51281235616
"145",1,3,1,2044,44697,0.907737611697807,44697,0.0588599002059987,22.6483667078669,1.33150763258413,0.311294993903791,13625.6333056086
"146",1,3,1,2045,44615,0.906072298943948,44615,0.0587516981689395,22.5834477973904,1.33234557209931,0.309947648831466,14113.8102507159
"147",1,3,1,2046,8931.3,0.181383021933387,8931.3,0.02638028905587,6.22494119873676,1.75192046185941,0.0282379292848449,6086.45341192678
"148",1,3,1,2047,9639.5,0.195765637692933,9639.5,0.0268028528945636,6.37538288559172,1.74242732971378,0.0297679395303183,5246.16619175316
"149",1,3,1,2048,56243,1.14222177091795,56243,0.076266941875284,33.2319934298433,1.2186319997757,0.522952699710729,15520.3178723965
"150",1,3,1,2049,20378,0.413850528025995,20378,0.0341058339723228,9.30966140616171,1.60462727053924,0.0653681858263389,8286.57326963287
"151",1,3,1,2050,38044,0.772623883021933,38044,0.0506973707325266,17.8540932192301,1.40123619509587,0.213396918508647,11975.9892836213
"152",1,3,1,2051,17357,0.352497969130788,17357,0.0318704911364555,8.34680546592977,1.64225310289863,0.0525542212225334,7433.86079606124
"153",1,3,1,2052,14835,0.301279447603574,14835,0.0301169951323086,7.63049332687146,1.67433884729531,0.0437117544150407,6334.12223325433
"154",1,3,1,2053,33152,0.673273761169781,33152,0.0454268324812606,14.9193735173147,1.45482719468347,0.157103055119711,10199.7249951115
"155",1,3,1,2054,45133,0.916592201462226,45133,0.0594385738771884,22.9960117422414,1.32706108934721,0.318512346968193,13353.8101016219
"156",1,3,1,2055,18056,0.366693744922827,18056,0.0323743139668185,8.55904982540984,1.63346951808762,0.0552898592727633,7652.14877174092
"157",1,3,1,2056,13738,0.279000812347685,13738,0.029384700923694,7.34187024789844,1.68849018177572,0.0403252224650573,6137.62079614523
"158",1,3,1,2057,27920,0.567018683996751,27920,0.0403948633806703,12.2898575295196,1.51441306838632,0.11091739507778,8976.04500846179
"159",1,3,1,2058,41947,0.851888708367181,41947,0.0553376259519679,20.5511293065913,1.35989887688233,0.26794283056585,12428.0952406015
"160",1,3,1,2059,37629,0.764195775792039,37629,0.0502274608843434,17.5862377164545,1.40570477526381,0.208100451315197,12010.3558911159
"161",1,3,1,2060,20218,0.410601137286759,20218,0.0339836059364608,9.25561948343206,1.6065982371963,0.0646221036042934,8178.48751699608
"162",1,3,1,2061,25976,0.527538586515028,25976,0.0386706692624984,11.4358827523049,1.53716937950042,0.0970385641524088,9094.18964529473
"163",1,3,1,2062,5573.6,0.1131925264013,5573.6,0.0244657458881386,5.57121329477593,1.7976377777875,0.02196515710224,4219.30965210847
"164",1,3,1,2063,33733,0.685073111291633,33733,0.0460229394003422,15.2429560821807,1.44835668485328,0.163097221957702,10053.6969937352
"165",1,3,1,2064,16752,0.34021121039805,16752,0.0314407557404824,8.16801668550957,1.64989361240957,0.0502901571629605,6531.62488126894
"166",1,3,1,2065,11468,0.232900081234768,11468,0.0279254332781777,6.78569976006377,1.71815421690656,0.0340988150756801,5013.93195562363
"167",1,3,1,2066,17345,0.352254264825345,17345,0.0318619106268136,8.34321529227118,1.64240430571104,0.0525083921908879,6021.91538838776
"168",1,3,1,2067,25295,0.513708367181154,25295,0.0380842390008766,11.1514837666451,1.54522172519015,0.0925553394598611,7840.59238027011
"169",1,3,1,2068,18322,0.372095857026807,18322,0.0325681258954113,8.64144620707505,1.63013933483227,0.0563656973128753,6450.49522445102
"170",1,3,1,2069,47012,0.954752233956133,47012,0.0619982463128865,24.5417433925364,1.30806738832028,0.350592117471025,13099.0010295228
"171",1,3,1,2070,7413,0.150548334687246,7413,0.0254966768412773,5.9175223454543,1.77244731843588,0.0252108417939043,4755.84036686279
"172",1,4,1,2014,157000,3.18846466287571,157000,0.731513563168504,126.730220639186,0.562538057711476,0.999599805331522,40446.9535434612
"173",1,4,1,2015,42591,0.864967506092608,42591,0.0561430964521145,21.0275256053836,1.35319634998447,0.277746054476478,17851.1744665329
"174",1,4,1,2016,90125,1.8303208773355,90125,0.163124606751827,74.7153107351132,0.939676380447125,0.936535588218455,27874.5385312122
"175",1,4,1,2017,32190,0.653736799350122,32190,0.0444567467389738,14.3978889930749,1.46560446292742,0.147573721317575,15184.8703378507
"176",1,4,1,2018,20442,0.41515028432169,20442,0.0341548481903664,9.33137689042059,1.60383956107477,0.0656688560584453,11027.4079547198
"177",1,4,1,2019,33140,0.673030056864338,33140,0.0454146021904742,14.9127591624689,1.45496114112754,0.156981161881645,12656.8460661418
"178",1,4,1,2020,42695,0.867079610073111,42695,0.0562742675322411,21.1053020832976,1.35211705677319,0.279349728870332,14431.7734482951
"179",1,4,1,2021,35436,0.71965881397238,35436,0.0478156695394003,16.2296332206281,1.42955595880273,0.181727533242735,12748.3891607567
"180",1,4,1,2022,35157,0.713992688870837,35157,0.0475172568652741,16.064039111888,1.43261925363341,0.17856573835212,12444.4692983898
"181",1,4,1,2023,45570,0.925467099918765,45570,0.0600242835692006,23.3486214706643,1.32261924784674,0.325834725504215,14715.8332122733
"182",1,4,1,2024,58395,1.18592607636068,58395,0.0800401265462892,35.5052763023281,1.19867693676489,0.56389931888279,17968.1664527959
"183",1,4,1,2025,32377,0.657534524776604,32377,0.0446436824698982,14.4978754254728,1.46350327245861,0.149387891937581,12477.1054357046
"184",1,4,1,2026,76470,1.55300568643379,76470,0.120074357490411,57.2414826145735,1.04346177993582,0.838069400887522,22322.2335804254
"185",1,4,1,2027,30888,0.627294882209586,30888,0.0431767124451405,13.7199488184653,1.48031800481573,0.13544328606523,12830.906927888
"186",1,4,1,2028,50308,1.0216896831844,50308,0.066757370566105,27.438552512377,1.27540436930453,0.410105585043061,16609.4022160931
"187",1,4,1,2029,33971,0.689906580016247,33971,0.0462693804457242,15.3774059772026,1.44571443075911,0.165605311650673,12931.5496218117
"188",1,4,1,2030,19771,0.401523151909017,19771,0.0336444477332449,9.10649451670528,1.61211746424588,0.0625795534124036,9140.31343592185
"189",1,4,1,2031,70436,1.43046303818034,70436,0.104869306818562,49.594314418528,1.0929032945935,0.765115396315623,20216.2721739862
"190",1,4,1,2032,111000,2.25426482534525,111000,0.260584293264066,98.1895118078786,0.800613951037428,0.986526803645904,30938.2353202904
"191",1,4,1,2033,48891,0.992912266450041,48891,0.0646681488996581,26.164396061688,1.28934553663142,0.384081915477711,18593.7444817448
"192",1,4,1,2034,17775,0.360987002437043,17775,0.0321708254159275,8.47298668283866,1.63699488336203,0.0541743694212905,10639.6856377352
"193",1,4,1,2035,42884,0.870917952883834,42884,0.0565134307799366,21.2472468733306,1.35015785213085,0.28227856661066,15008.1383897628
"194",1,4,1,2036,85201,1.7303208773355,85201,0.146061129154835,68.4818666282997,0.975854339552063,0.910020066258916,24777.495644414
"195",1,4,1,2037,18961,0.385073111291633,18961,0.0330384664789213,8.84311970606039,1.62216710168163,0.0590310704875016,10610.6582403547
"196",1,4,1,2038,23203,0.471222583265638,23203,0.036337793560502,10.3236610621706,1.57022293024524,0.0799262753927692,10229.6256615673
"197",1,4,1,2039,6924.5,0.140627538586515,6924.5,0.0252187236695168,5.8228363102059,1.7791026628474,0.024305884761356,5637.71375980164
"198",1,4,1,2040,22348,0.453858651502843,22348,0.0356472885199863,10.0045489768287,1.5805569948322,0.0752327814673673,8170.46770021117
"199",1,4,1,2041,75376,1.53078797725426,75376,0.117162638329732,55.8394488562033,1.0522567887316,0.826351672457172,20407.664197592
"200",1,4,1,2042,27243,0.553269699431357,27243,0.0397858570237424,11.9852559581891,1.52229948874567,0.105897198329082,10826.5644949409
"201",1,4,1,2043,40792,0.828432168968318,40792,0.0539218699113245,19.7191518404967,1.37200298462386,0.250920228917488,13481.5473096838
"202",1,4,1,2044,6979.1,0.141736393176279,6979.1,0.0252496396742039,5.83332007882158,1.77835755140551,0.0244054390345639,5673.77048509925
"203",1,4,1,2045,59915,1.21679528838343,59915,0.0828171543253606,37.1621342191545,1.18477950882961,0.59233707591978,16994.26702338
"204",1,4,1,2046,43871,0.890962632006499,43871,0.0577790074318998,22.0011343379488,1.33997247901511,0.297871835014729,14331.8151359071
"205",1,4,1,2047,19152,0.388952071486596,19152,0.033180367587141,8.90443794130897,1.61979174227084,0.059850428531651,8719.84158221309
"206",1,4,1,2048,15971,0.324350121852153,15971,0.0308945633303235,7.94379455931516,1.65980940203931,0.0475038724651435,7242.71968589059
